Salary,HouseRent,Medical Bills,Recharges,Food,Cigg or Alcohol,Shopping,Others,Savings
15000,5000,4715,189,7110,2029,4852,4738,-13633
30000,3000,5916,182,7749,0,5255,2533,5365
22000,5000,9882,575,3126,9588,5601,1246,-13018
65000,0,3637,200,7606,4753,9054,4752,34998
40000,9000,7654,848,8135,496,3996,419,9452
87000,0,5439,212,5871,694,8182,3520,63082
58000,0,269,600,8481,4537,9050,3084,31979
20000,3000,4684,910,8463,9534,6955,866,-14412
40000,0,4029,431,4738,0,6775,584,23443
42000,3000,4166,540,5589,180,9238,2530,16757
92000,5000,4511,792,6703,8586,3698,2779,59931
72000,7000,5307,493,8972,2051,2693,3590,41894
68000,3000,8112,414,6854,249,7051,1067,41253
39000,5000,5106,462,8476,30,2533,3588,13805
82000,5000,2722,926,9235,9489,4778,1544,48306
37000,0,6307,173,6697,467,4113,638,18605
71000,7000,3539,338,2832,2557,2554,879,51301
75000,0,2825,425,4897,846,9559,2120,54328
103000,3000,3698,206,9493,7661,3149,2252,73541
38000,5000,9653,260,2632,466,2212,587,17190
43000,7000,4161,972,5123,6704,6467,4471,8102
107000,9000,5302,793,6086,0,6849,219,78751
26000,3000,3626,970,6912,786,9831,1468,-593
60000,5000,3568,422,3938,0,2994,2242,41836
80000,9000,6148,626,3066,1256,6244,4116,49544
25000,5000,7006,425,4416,0,3564,4090,499
86000,0,2827,267,3597,0,5359,1256,72694
103000,0,298,153,9416,600,8839,442,83252
41000,5000,1868,609,6399,0,6204,2721,18199
97000,0,4772,509,6861,8925,3920,355,71658
83000,3000,3038,168,9903,9471,2502,2670,52248
34000,9000,1959,709,5830,3619,8537,3076,1270
15000,0,9064,216,9725,4116,5805,2295,-16221
21000,3000,7747,499,7038,4278,4743,2719,-9024
80000,0,9803,528,7147,0,3744,570,58208
76000,7000,9879,591,7321,0,7354,859,42996
82000,0,134,932,5307,0,9785,488,65354
65000,9000,5791,956,5775,5746,8538,3304,25890
15000,7000,1267,792,9308,5644,2415,1002,-12428
86000,0,2881,208,4654,3531,4581,15,70130
76000,7000,4020,812,6986,803,6287,4889,45203
24000,5000,3551,189,6470,706,4767,3706,-389
101000,5000,725,487,3479,2145,8879,1475,78810
108000,0,3608,249,5763,0,7219,4961,86200
19000,7000,2028,590,8391,504,6123,1981,-7617
74000,7000,6580,434,6196,0,2220,19,51551
108000,9000,4428,318,9052,8456,7235,3088,66423
33000,5000,1264,705,8752,314,5365,2900,8700
82000,5000,3704,347,7170,889,2849,2772,59269
15000,9000,7966,428,9545,405,3305,3472,-19121
74000,7000,3740,281,5437,1810,2921,3442,49369
25000,7000,9457,499,8419,413,4172,326,-5286
28000,9000,5889,262,6006,3804,6858,4704,-8523
99000,9000,7625,183,3436,1737,5493,4746,66780
46000,0,7157,469,2554,8985,9650,4091,13094
65000,9000,3419,179,3435,0,5752,141,43074
23000,5000,7496,561,9555,622,4727,4908,-9869
82000,3000,3664,461,2525,3625,8381,620,59724
17000,7000,1482,188,7658,371,8499,4423,-12621
67000,3000,5050,734,6294,4026,7244,1049,39603
32000,3000,8566,907,3365,0,7361,3640,5161
103000,9000,8366,676,4355,6332,6854,1470,65947
79000,0,1535,256,3548,4352,3453,3874,61982
40000,7000,8072,392,8038,189,4575,1473,10261
69000,9000,6340,203,6949,8110,8538,3497,26363
65000,9000,5702,677,5517,1026,8154,2472,32452
58000,5000,2537,197,9232,6765,5390,4873,24006
36000,0,7485,175,4486,0,7365,2901,13588
43000,5000,5368,826,8437,7170,5860,4907,5432
88000,3000,864,505,3547,151,5430,3420,71083
75000,5000,1378,785,8901,7751,5137,3175,42873
64000,7000,1216,335,3771,620,9339,4145,37574
75000,7000,6871,974,7026,462,3132,2840,46695
26000,5000,1467,884,3878,0,7805,3189,3777
33000,5000,3950,324,8373,781,5552,212,8808
68000,3000,8575,615,8925,0,3022,220,43643
53000,3000,1034,980,2934,397,3481,560,40614
39000,5000,2985,468,6847,1490,9508,696,12006
48000,5000,3042,395,8872,348,7542,1003,21798
15000,9000,8163,854,9663,1267,3244,476,-17667
21000,9000,2388,602,5796,0,5567,111,-2464
15000,9000,6849,653,9993,8373,2544,4675,-27087
97000,0,8107,800,6254,9873,8307,2297,61362
108000,7000,5121,313,6851,688,2989,4508,80530
89000,3000,5772,574,7702,0,9202,3055,59695
34000,9000,2204,527,3375,212,4960,3379,10343
74000,9000,2752,690,2322,649,5289,2672,50626
47000,5000,4036,764,7947,7431,8354,1057,12411
90000,5000,5290,839,8365,0,2767,3042,64697
69000,9000,9799,673,7790,935,9438,594,30771
52000,0,8726,873,4024,8143,3813,2264,24157
76000,0,6990,432,3243,49,8116,2698,54472
34000,7000,1504,577,2027,6992,5975,4047,5878
22000,3000,1297,942,6696,0,3759,797,5509
60000,3000,4919,736,7053,496,3431,2939,37426
31000,0,5620,759,2970,8266,7886,2575,2924
98000,7000,3917,583,9934,5921,4846,1839,63960
42000,3000,2699,966,5146,1102,8529,41,20517
14000,9000,5674,525,4501,1109,7772,4858,-19439
31000,5000,1813,254,7407,3389,7194,2209,3734
51000,5000,806,866,6925,4556,9588,2483,20776
21000,0,9873,532,6618,9885,6582,2311,-14801
20000,9000,860,157,9494,6550,3781,2763,-12605
66000,3000,1426,901,7547,252,3320,4019,45535
94000,3000,6803,945,4496,0,8828,1837,68091
56000,9000,2049,284,6227,2541,9278,3940,22681
107000,5000,2734,408,8856,4514,9621,1798,74069
17000,0,9554,179,2645,0,6155,4796,-6329
89000,3000,8302,510,6627,0,9696,4632,56233
94000,9000,6617,371,3686,8182,8349,3525,54270
76000,9000,4005,282,8051,196,3162,3248,48056
70000,9000,6264,196,5784,7478,3744,1354,36180
52000,3000,4089,890,2837,931,6748,1903,31602
23000,7000,402,208,4863,7444,3097,4250,-4264
105000,0,5421,498,9269,546,6294,4508,78464
49000,7000,6964,701,9300,7760,5550,1805,9920
36000,5000,4589,952,8746,8439,4762,4767,-1255
100000,5000,6112,952,6815,683,4358,324,75756
51000,7000,6186,945,8627,0,9566,3749,14927
37000,0,8534,931,7069,8126,8117,4555,-332
76000,5000,8982,590,3697,782,5960,3869,47120
109000,3000,4667,715,6174,471,7924,4238,81811
49000,5000,6085,369,4517,5059,2555,1566,23849
69000,7000,9624,705,7507,9936,2605,115,31508
90000,5000,3189,641,7588,9329,9565,432,54256
29000,7000,7743,203,8354,792,7890,3006,-5988
51000,3000,3393,492,2739,0,9408,1160,30808
41000,0,3900,474,6978,0,8267,285,21096
31000,9000,9299,357,9607,1026,4829,3912,-7030
56000,3000,5519,164,7528,0,4871,504,34414
24000,0,5606,338,7222,772,6556,3352,154
44000,0,9273,237,9395,649,7142,1070,16234
51000,5000,6167,318,7686,800,4795,1820,24414
46000,9000,8520,839,5742,4776,2578,2703,11842
24000,5000,9465,316,3011,2667,3380,774,-613
55000,5000,9573,244,8753,4863,5907,322,20338
81000,3000,6463,163,2877,4357,2129,2986,59025
70000,7000,1534,791,5889,0,2267,4937,47582
71000,7000,3395,748,3568,1922,7405,913,46049
26000,7000,6823,327,4403,764,6452,4093,-3862
66000,3000,135,923,7163,0,2847,3672,48260
52000,9000,2921,702,2628,7297,6886,1080,21486
59000,7000,9153,937,8384,6002,6735,1218,19571
69000,0,90,388,9061,4133,4032,662,50634
15000,9000,8947,349,3479,0,8948,1612,-17335
35000,7000,379,400,7412,485,4499,1485,13340
66000,0,4604,200,8134,0,9296,1709,42057
56000,3000,7396,722,8218,5880,9194,1037,20553
84000,0,7529,355,4448,5222,2341,4101,60004
33000,9000,4654,792,6002,6868,9939,3125,-7380
99000,0,6176,568,9316,665,10000,1244,71031
97000,5000,3688,180,5395,0,7181,1262,74294
90000,3000,4504,967,7252,0,4420,1876,67981
91000,5000,1737,886,2112,3158,7828,4051,66228
86000,9000,3909,686,5581,6484,5641,3270,51429
63000,9000,8068,522,7236,0,3844,3635,30695
47000,3000,8381,358,8077,5157,4971,3017,14039
95000,3000,915,353,5268,6944,4334,4113,70073
61000,5000,3007,948,5399,8467,3519,2425,32235
63000,7000,5658,255,8174,863,7341,4547,29162
86000,0,1259,156,5385,1501,6140,414,71145
55000,0,3411,919,5981,1803,7823,1556,33507
50000,5000,9652,928,6183,1269,9341,92,17535
100000,5000,9884,663,2435,0,7154,1663,73201
90000,7000,9050,156,6418,0,6303,2326,58747
40000,0,736,258,5085,0,4835,2301,26785
108000,3000,1766,747,9799,0,2959,1900,87829
71000,5000,4304,773,4100,0,4266,4518,48039
27000,3000,9216,338,7866,4886,5044,4242,-7592
15000,9000,9683,485,3242,8867,5023,3368,-24668
76000,5000,7380,674,7992,7369,2747,2079,42759
66000,5000,7282,896,3989,632,2363,1798,44040
27000,9000,6714,442,9490,3842,9363,701,-12552
35000,3000,2554,916,7427,843,4440,1511,14309
96000,7000,3961,339,6457,3332,2967,2791,69153
106000,0,9401,857,8945,110,3789,3195,79703
54000,5000,2647,872,9735,750,5402,530,29064
59000,9000,7646,652,6791,9216,5341,2673,17681
98000,5000,8408,221,8491,0,8534,4845,62501
85000,0,973,633,8065,0,6977,65,68287
38000,9000,3556,303,4342,164,2211,829,17595
92000,7000,6141,184,2845,2018,6542,1192,66078
66000,5000,1042,496,7576,2933,9845,1611,37497
16000,9000,5644,368,9882,7547,4650,3061,-24152
98000,3000,1350,769,6299,7360,5915,3488,69819
78000,3000,2473,465,5412,2620,3878,1710,58442
105000,7000,9175,862,8150,3509,2999,1686,71619
73000,3000,7163,433,3151,777,5111,449,52916
71000,0,1788,497,2864,0,9772,4173,51906
25000,3000,3797,329,3772,4701,9296,446,-341
28000,0,5377,708,9006,1354,3052,3508,4995
56000,0,2722,234,9488,9376,8766,2918,22496
72000,7000,9381,645,9334,4425,5380,101,35734
90000,5000,2415,444,2240,0,4328,1150,74423
101000,7000,2611,368,4622,0,2860,2959,80580
40000,3000,524,964,2272,4726,6482,1990,20042
109000,7000,6882,623,9043,0,2214,3454,79784
53000,7000,2994,986,4177,2080,4466,602,30695
38000,5000,8428,763,5818,4482,4244,3250,6015
106000,9000,9643,956,2532,628,4256,3827,75158
17000,0,7425,456,2548,0,7134,3062,-3625
93000,3000,929,314,9837,0,3690,2062,73168
72000,5000,2568,376,6161,7821,7567,834,41673
81000,0,2279,551,7900,7466,7475,52,55277
86000,0,8331,722,3482,0,9391,1717,62357
69000,5000,4167,860,7838,558,5514,3883,41180
28000,5000,6794,597,7843,0,2150,2664,2952
52000,7000,9104,743,9011,4779,7941,2866,10556
106000,5000,2829,849,5012,22,8668,4944,78676
58000,0,9274,156,4919,4204,4691,1743,33013
39000,7000,9245,330,3549,0,9198,565,9113
81000,3000,4931,994,3403,1459,8762,4035,54416
28000,9000,9147,640,4664,9119,2124,2211,-8905
93000,0,6906,576,5579,0,9340,1970,68629
82000,3000,1108,737,5532,5532,9491,298,56302
16000,3000,4483,286,3295,1938,4950,1438,-3390
21000,3000,5262,652,8290,109,4477,1802,-2592
82000,0,5588,526,5604,6011,9626,3074,51571
15000,0,8169,342,2845,3235,5161,1274,-6026
55000,7000,2164,177,9119,0,5540,2275,28725
78000,9000,9267,609,5005,0,2072,3481,48566
76000,5000,8656,306,6092,7852,9492,38,38564
21000,9000,4982,407,8863,631,5160,63,-8106
93000,9000,3205,603,6152,0,4036,1102,68902
60000,5000,9395,883,4041,0,9192,4735,26754
64000,5000,1421,766,9677,0,8442,3813,34881
60000,3000,9673,331,3257,4912,6920,3502,28405
32000,9000,2732,874,6155,815,2384,2502,7538
75000,7000,3806,277,7782,0,4718,226,51191
105000,0,5464,479,5838,8829,7049,3236,74105
76000,5000,4302,279,5400,6220,9704,2259,42836
48000,0,5241,850,5581,2717,7855,4314,21442
71000,5000,7182,190,7461,4042,2438,2181,42506
85000,9000,2197,821,8866,3787,6128,1668,52533
109000,7000,7831,392,3442,1587,5611,378,82759
91000,3000,548,676,8570,0,6742,40,71424
20000,9000,4647,789,5727,0,6089,1687,-7939
74000,3000,6178,879,8396,7982,8695,4299,34571
61000,3000,1626,301,8530,9300,3395,1100,33748
84000,0,9358,396,2517,0,7594,2682,61453
77000,7000,9495,424,5276,0,4170,298,50337
60000,5000,3663,157,3579,301,3424,1749,42127
82000,9000,3071,651,6180,9608,6635,688,46167
72000,0,8917,922,9329,909,8386,3896,39641
14000,5000,9538,605,7668,0,7183,3378,-19372
26000,5000,7264,612,7215,6732,5629,2914,-9366
32000,3000,9207,755,6887,231,7612,1660,2648
66000,3000,7803,840,9605,1896,7340,2344,33172
15000,5000,7792,803,2306,1021,3687,218,-5827
76000,3000,1876,830,4924,0,9833,2775,52762
109000,9000,5709,307,4718,5237,4631,762,78636
87000,0,6839,882,2527,0,6077,3932,66743
36000,9000,167,177,4368,2595,2728,1767,15198
19000,7000,3830,465,9497,0,4864,1057,-7713
63000,3000,1952,303,5732,791,2233,4225,44764
85000,9000,1288,825,8684,0,8145,199,56859
20000,9000,684,226,8915,0,4211,4598,-7634
54000,0,8850,595,7309,2581,7961,4304,22400
30000,0,1908,414,7394,371,4103,4641,11169
61000,7000,3523,816,8395,6495,2007,2214,30550
91000,9000,1848,952,6983,0,7713,2681,61823
106000,0,7861,376,6290,982,3396,1745,85350
21000,5000,3871,981,8542,2765,9412,1674,-11245
104000,9000,8409,613,9195,795,3370,2357,70261
24000,3000,2172,388,7594,0,5520,760,4566
50000,7000,582,999,7454,2907,7165,115,23778
40000,9000,74,483,9611,4142,6661,4514,5515
49000,7000,4356,922,7828,9191,9964,3409,6330
27000,5000,1915,276,4174,671,6958,3410,4596
78000,9000,8833,884,3155,1981,4633,2961,46553
66000,5000,9938,714,7329,1840,5230,746,35203
69000,3000,442,889,8022,0,9234,122,47291
47000,9000,7474,891,6315,7847,8081,4978,2414
29000,3000,29,340,8069,5768,2770,1048,7976
48000,3000,2141,735,4308,0,9685,1302,26829
85000,3000,1390,487,7081,4651,4601,2015,61775
56000,0,928,413,7632,0,8524,4487,34016
35000,3000,5541,197,3825,905,3386,3435,14711
35000,9000,4594,259,4768,7329,6741,1851,458
45000,5000,2893,566,7606,8415,5655,707,14158
44000,9000,4355,255,8403,1837,3411,3249,13490
58000,0,2675,441,6775,2576,7291,1059,37183
14000,3000,7279,743,9012,0,8107,3972,-18113
72000,0,7045,771,9479,827,9949,1451,42478
27000,7000,3003,538,8658,9199,7497,3691,-12586
36000,9000,6012,368,9394,0,8463,1595,1168
82000,9000,59,824,6847,6655,3081,1318,54216
94000,0,3141,615,2611,772,6002,3217,77642
87000,0,3587,796,8283,0,2716,819,70799
84000,3000,1869,971,4578,5003,3757,466,64356
98000,7000,4469,581,5682,333,2278,1977,75680
51000,5000,760,578,6098,5803,2879,4266,25616
20000,0,3136,655,4988,8548,2546,2576,-2449
46000,5000,115,432,6733,6232,9094,195,18199
28000,3000,1958,254,9003,3567,2222,651,7345
47000,3000,4521,622,2517,6122,5596,700,23922
93000,0,1627,185,4774,0,7238,4356,74820
58000,9000,3520,723,3197,830,6742,3714,30274
59000,9000,713,448,2160,7054,8518,1821,29286
23000,7000,4971,345,8661,920,8674,3982,-11553
102000,3000,4123,844,4884,5045,4367,2623,77114
108000,7000,6997,195,8498,4177,5172,1519,74442
72000,0,3063,236,3546,9045,8845,4693,42572
15000,3000,5086,651,2635,5749,5500,1084,-8705
96000,9000,7001,957,9294,3211,2732,1606,62199
46000,7000,34,903,9113,0,3758,3481,21711
95000,0,3374,518,2664,8764,8420,465,70795
55000,0,4878,634,4542,609,5619,1639,37079
23000,9000,6840,657,3058,3551,6625,2884,-9615
97000,5000,6149,956,8661,3008,4895,459,67872
24000,0,8389,235,4212,7832,4483,3563,-4714
44000,5000,4204,367,4749,4303,3306,601,21470
37000,0,5928,541,7579,3988,8695,147,10122
62000,0,7555,348,3854,191,5645,2960,41447
34000,7000,3784,677,2702,2503,6227,1108,9999
75000,5000,5937,631,2875,815,7653,4373,47716
40000,3000,883,697,3437,366,4089,4105,23423
101000,5000,295,683,9960,7948,2039,2314,72761
78000,5000,6039,374,3204,1512,5747,1687,54437
63000,7000,1602,369,7424,3652,8411,1873,32669
20000,3000,1849,360,5450,8587,2595,4408,-6249
94000,7000,5250,234,6208,0,5293,2481,67534
106000,5000,4199,883,6564,2899,5887,1172,79396
78000,9000,7702,808,8845,0,5087,1218,45340
93000,7000,1853,259,3052,0,9467,1932,69437
40000,3000,8949,606,9562,0,8783,2823,6277
101000,7000,6403,774,2890,2568,9404,2369,69592
84000,7000,663,239,3393,644,6174,1341,64546
91000,5000,647,254,5381,340,9958,1948,67472
105000,7000,7354,462,6064,4827,6991,2140,70162
53000,0,8845,297,7844,0,8582,1474,25958
82000,5000,9363,454,2353,9901,6566,1345,47018
103000,0,5376,958,9415,7070,6077,950,73154
62000,9000,6109,258,4247,62,8216,830,33278
66000,5000,9309,399,6330,114,3774,3986,37088
29000,0,2155,937,4033,0,6327,1716,13832
22000,9000,1561,605,5177,9714,2837,315,-7209
55000,3000,387,500,9435,5766,6752,3601,25559
28000,0,4010,794,2666,6271,9473,1428,3358
42000,3000,5646,913,5491,0,2014,2124,22812
25000,3000,4799,218,7587,3547,5049,806,-6
82000,3000,1135,763,5778,520,4313,4018,62473
63000,0,5976,343,2037,718,9244,4725,39957
85000,5000,9457,705,9266,512,3887,1914,54259
22000,7000,7743,523,8974,6981,5495,3019,-17735
25000,0,1005,866,9619,0,3172,2813,7525
14000,3000,7592,903,2028,0,6274,4518,-10315
42000,3000,7162,468,2748,510,3358,2858,21896
17000,7000,6535,210,7354,2458,5079,2547,-14183
17000,7000,4422,350,7181,0,3001,1611,-6565
45000,9000,7666,354,3713,907,8454,187,14719
94000,5000,8665,284,7892,2717,6240,2572,60630
102000,3000,8288,953,4148,84,3494,1654,80379
33000,0,8157,299,3214,7042,4952,4783,4553
58000,3000,9359,693,4357,132,5878,1617,32964
36000,0,7360,451,6023,662,7712,1038,12754
104000,0,4430,285,2528,5354,9882,4511,77010
86000,3000,7027,185,4358,397,7882,3066,60085
32000,7000,7205,937,4439,0,4052,1471,6896
101000,5000,9567,603,7457,621,3835,118,73799
51000,9000,7394,910,9946,7205,7808,3930,4807
67000,9000,3406,482,4986,996,8886,257,38987
54000,3000,2985,670,4427,6826,7307,111,28674
44000,0,506,255,9989,0,7193,1154,24903
18000,5000,2698,810,3749,8738,3693,2374,-9062
108000,9000,3881,192,7967,2209,2181,2499,80071
78000,3000,8691,450,2378,5629,4204,1454,52194
43000,9000,2624,459,9628,438,7877,4662,8312
91000,7000,5428,203,7195,0,8119,2274,60781
14000,0,4893,646,6563,5010,7779,4994,-15885
109000,0,2076,654,5381,0,2410,4541,93938
31000,3000,8780,494,4656,6969,2734,4999,-632
52000,0,2538,745,8849,3600,3376,4662,28230
58000,9000,6915,175,4749,583,7933,4695,23950
48000,5000,1118,922,3765,9775,7436,739,19245
90000,0,5176,595,3713,3630,2154,1939,72793
32000,3000,3762,682,8194,9403,4341,3236,-618
72000,5000,7936,387,6198,0,6607,882,44990
108000,5000,4840,392,4033,0,3869,175,89691
26000,3000,9595,932,8128,0,8201,2581,-6437
98000,7000,8703,751,6186,616,3078,839,70827
20000,5000,767,532,2524,2241,4660,3231,1045
64000,7000,1278,646,6081,0,2845,35,46115
74000,0,1264,871,3574,0,7814,4298,56179
23000,5000,9435,266,6644,7894,3799,2034,-12072
101000,5000,3474,991,5079,3895,3001,3003,76557
104000,5000,5673,568,4920,5271,5685,335,76548
45000,7000,1411,301,6239,397,9610,3256,16786
42000,5000,9148,737,8305,3318,2549,1826,11117
39000,3000,3784,923,6977,5564,2003,1340,15409
53000,0,3328,1000,5100,6760,6096,2399,28317
56000,9000,8499,821,8927,473,6271,2188,19821
28000,7000,1311,483,6544,210,2358,4512,5582
33000,0,9494,639,6238,1442,3663,3632,7892
80000,3000,6921,423,7293,6773,2581,454,52555
50000,0,9883,423,2567,3693,3617,3215,26602
49000,7000,8677,945,5114,6151,5941,2638,12534
24000,3000,6880,984,4952,5710,9687,1646,-8859
30000,0,773,665,7844,0,4997,293,15428
25000,5000,318,328,8686,3479,7272,740,-823
62000,3000,4209,550,3087,0,7939,2698,40517
42000,9000,4417,845,7345,4,6906,4737,8746
20000,5000,9818,415,9505,9330,3529,3770,-21367
25000,9000,2507,920,3252,0,2539,2191,4591
69000,5000,6224,183,9512,9945,7634,3260,27242
68000,3000,3733,356,3181,221,2798,3112,51599
89000,7000,3362,366,7314,8193,8149,2953,51663
28000,9000,7985,833,5117,299,9924,1490,-6648
62000,0,1688,615,2053,324,4264,2010,51046
37000,0,6869,500,8348,6966,2075,1151,11091
38000,7000,3085,946,6492,9902,4837,4813,925
101000,3000,3858,989,4362,1463,6251,2688,78389
99000,5000,5339,593,3525,3393,5175,4905,71070
78000,5000,2274,434,2080,0,4798,3104,60310
91000,0,8553,972,6607,2634,6275,2811,63148
77000,3000,5898,518,3032,938,5005,1525,57084
16000,3000,6501,219,9062,0,6862,1978,-11622
36000,0,8304,554,3400,872,6751,4562,11557
101000,7000,7718,209,2015,5173,3083,4788,71014
57000,9000,7349,704,9197,0,5628,80,25042
28000,5000,56,401,6284,2845,8105,4518,791
108000,7000,1098,859,3779,7086,4762,3783,79633
108000,0,4403,363,2161,2182,9814,4436,84641
31000,3000,9526,623,7283,4367,4902,3639,-2340
98000,7000,4820,276,9925,0,6772,1936,67271
38000,0,9516,973,4143,1969,7477,2921,11001
83000,9000,7549,936,5627,3126,9024,4027,43711
45000,5000,3529,615,7815,6828,4301,3397,13515
57000,5000,7999,538,4472,798,8105,4172,25916
64000,0,4786,278,3393,652,9332,546,45013
31000,3000,7122,840,7204,9874,3607,1756,-2403
88000,9000,7212,237,9455,0,8067,2128,51901
53000,9000,8351,319,3527,343,8717,2353,20390
29000,9000,2973,805,8160,869,3686,4788,-1281
59000,7000,3672,852,3746,7775,7301,4473,24181
107000,7000,4123,739,3806,3150,2801,2100,83281
73000,0,7105,902,7803,3063,8941,642,44544
16000,7000,5527,661,4516,468,5374,1210,-8756
65000,9000,4869,993,4981,0,6669,1308,37180
53000,7000,3877,820,9693,0,7305,4230,20075
48000,7000,6051,827,5975,1820,5338,1500,19489
63000,9000,3816,925,5876,0,9581,3810,29992
45000,7000,9251,475,9001,748,6523,1198,10804
57000,3000,4832,280,5915,9138,7147,3635,23053
84000,3000,8122,837,3069,0,2462,2568,63942
21000,5000,8358,741,9413,552,9210,1151,-13425
73000,9000,5038,692,9926,2858,3411,1677,40398
83000,3000,269,539,4331,5044,5797,1080,62940
38000,9000,5734,801,7922,0,3568,1750,9225
16000,7000,4541,827,2095,1180,7497,3098,-10238
71000,7000,6045,172,5111,5896,2258,3855,40663
50000,5000,1366,632,9143,6677,4154,1858,21170
40000,5000,7895,150,8648,8928,3559,1197,4623
21000,0,9496,318,5214,5904,6417,2411,-8760
31000,0,7646,918,7107,178,2812,2495,9844
58000,7000,2580,739,3063,0,8712,1069,34837
44000,3000,3481,776,4871,0,7316,4400,20156
86000,7000,4057,708,2638,240,9640,1105,60612
25000,5000,6674,920,3321,9360,6216,1936,-8427
89000,9000,9277,930,4428,0,2377,985,62003
91000,7000,1046,813,6468,895,4937,2000,67841
63000,0,5625,840,7044,7625,6044,1448,34374
60000,9000,7519,333,5306,545,7712,1599,27986
32000,0,3449,179,3312,0,3732,3696,17632
84000,9000,1798,838,4865,509,6507,3110,57373
39000,0,1126,712,8618,528,9086,2386,16544
99000,9000,5317,926,9709,2415,2840,1091,67702
106000,9000,8014,672,6562,729,8230,3214,69579
